Title,"HE student enrolments by CAH level 1 subject, sex, first year marker, level of study, mode of study and country of HE provider",,,,,,
Location,UK,,,,,,
Academic years,2019/20,,,,,,
Data source,HESA,,,,,,
Data collection,"051,054",,,,,,
Data source link,https://www.hesa.ac.uk/data-and-analysis/sb258/figure-13,,,,,,
Data file canonical link,https://www.hesa.ac.uk/data-and-analysis/sb258/figure-13.csv,,,,,,
Licence,Creative Commons Attribution 4.0 International Licence,,,,,,
Code page,Unicode UTF-8,,,,,,
Disclaimer,Please note that this data includes rounded totals.  Caution must be taken when importing into a pivot table so as not to double count.,,,,,,
2019/20 total,2532385,,,,,,
,,,,,,,
Last updated,Jan-21,,,,,,
,,,,,,,
CAH level 1,First year marker,Level of study,Mode of study,Country of HE provider,Sex,Academic Year,Number
01 Medicine and dentistry,Other years,Postgraduate (research),Full-time,All,Male,2019/20,1590
01 Medicine and dentistry,Other years,Postgraduate (research),Full-time,All,Other,2019/20,30
01 Medicine and dentistry,Other years,Postgraduate (research),Full-time,All,Total,2019/20,3880
01 Medicine and dentistry,Other years,Postgraduate (research),Part-time,All,Female,2019/20,755
01 Medicine and dentistry,Other years,Postgraduate (research),Part-time,All,Male,2019/20,580
01 Medicine and dentistry,Other years,Postgraduate (research),Part-time,All,Other,2019/20,10
01 Medicine and dentistry,Other years,Postgraduate (research),Part-time,All,Total,2019/20,1345
01 Medicine and dentistry,Other years,Postgraduate (research),All,England,Female,2019/20,2450
01 Medicine and dentistry,Other years,Postgraduate (research),All,England,Male,2019/20,1795
01 Medicine and dentistry,Other years,Postgraduate (research),All,England,Other,2019/20,35
01 Medicine and dentistry,Other years,Postgraduate (research),All,England,Total,2019/20,4275
01 Medicine and dentistry,Other years,Postgraduate (research),Full-time,England,Female,2019/20,1790
01 Medicine and dentistry,Other years,Postgraduate (research),Full-time,England,Male,2019/20,1295
01 Medicine and dentistry,Other years,Postgraduate (research),Full-time,England,Other,2019/20,25
01 Medicine and dentistry,Other years,Postgraduate (research),Full-time,England,Total,2019/20,3110
01 Medicine and dentistry,Other years,Postgraduate (research),Part-time,England,Female,2019/20,660
01 Medicine and dentistry,Other years,Postgraduate (research),Part-time,England,Male,2019/20,500
01 Medicine and dentistry,Other years,Postgraduate (research),Part-time,England,Other,2019/20,10
01 Medicine and dentistry,Other years,Postgraduate (research),Part-time,England,Total,2019/20,1165
01 Medicine and dentistry,Other years,Postgraduate (research),All,Northern Ireland,Female,2019/20,100
01 Medicine and dentistry,Other years,Postgraduate (research),All,Northern Ireland,Male,2019/20,65
01 Medicine and dentistry,Other years,Postgraduate (research),All,Northern Ireland,Other,2019/20,0
01 Medicine and dentistry,Other years,Postgraduate (research),All,Northern Ireland,Total,2019/20,165
01 Medicine and dentistry,Other years,Postgraduate (research),Full-time,Northern Ireland,Female,2019/20,90
01 Medicine and dentistry,Other years,Postgraduate (research),Full-time,Northern Ireland,Male,2019/20,50
01 Medicine and dentistry,Other years,Postgraduate (research),Full-time,Northern Ireland,Other,2019/20,0
01 Medicine and dentistry,Other years,Postgraduate (research),Full-time,Northern Ireland,Total,2019/20,140
01 Medicine and dentistry,Other years,Postgraduate (research),Part-time,Northern Ireland,Female,2019/20,15
01 Medicine and dentistry,Other years,Postgraduate (research),Part-time,Northern Ireland,Male,2019/20,15
01 Medicine and dentistry,Other years,Postgraduate (research),Part-time,Northern Ireland,Other,2019/20,0
01 Medicine and dentistry,Other years,Postgraduate (research),Part-time,Northern Ireland,Total,2019/20,30
01 Medicine and dentistry,Other years,Postgraduate (research),All,Scotland,Female,2019/20,335
01 Medicine and dentistry,Other years,Postgraduate (research),All,Scotland,Male,2019/20,240
01 Medicine and dentistry,Other years,Postgraduate (research),All,Scotland,Other,2019/20,5
01 Medicine and dentistry,Other years,Postgraduate (research),All,Scotland,Total,2019/20,580
01 Medicine and dentistry,Other years,Postgraduate (research),Full-time,Scotland,Female,2019/20,270
01 Medicine and dentistry,Other years,Postgraduate (research),Full-time,Scotland,Male,2019/20,195
01 Medicine and dentistry,Other years,Postgraduate (research),Full-time,Scotland,Other,2019/20,5
01 Medicine and dentistry,Other years,Postgraduate (research),Full-time,Scotland,Total,2019/20,470
01 Medicine and dentistry,Other years,Postgraduate (research),Part-time,Scotland,Female,2019/20,60
01 Medicine and dentistry,Other years,Postgraduate (research),Part-time,Scotland,Male,2019/20,50
01 Medicine and dentistry,Other years,Postgraduate (research),Part-time,Scotland,Other,2019/20,0
01 Medicine and dentistry,Other years,Postgraduate (research),Part-time,Scotland,Total,2019/20,110
01 Medicine and dentistry,Other years,Postgraduate (research),All,Wales,Female,2019/20,135
01 Medicine and dentistry,Other years,Postgraduate (research),All,Wales,Male,2019/20,65
01 Medicine and dentistry,Other years,Postgraduate (research),All,Wales,Other,2019/20,0
01 Medicine and dentistry,Other years,Postgraduate (research),All,Wales,Total,2019/20,200
01 Medicine and dentistry,Other years,Postgraduate (research),Full-time,Wales,Female,2019/20,110
01 Medicine and dentistry,Other years,Postgraduate (research),Full-time,Wales,Male,2019/20,50
01 Medicine and dentistry,Other years,Postgraduate (research),Full-time,Wales,Other,2019/20,0
01 Medicine and dentistry,Other years,Postgraduate (research),Full-time,Wales,Total,2019/20,160
01 Medicine and dentistry,Other years,Postgraduate (research),Part-time,Wales,Female,2019/20,25
01 Medicine and dentistry,Other years,Postgraduate (research),Part-time,Wales,Male,2019/20,15
01 Medicine and dentistry,Other years,Postgraduate (research),Part-time,Wales,Other,2019/20,0
01 Medicine and dentistry,Other years,Postgraduate (research),Part-time,Wales,Total,2019/20,40
01 Medicine and dentistry,All,Postgraduate (taught),All,All,Female,2019/20,7615
01 Medicine and dentistry,All,Postgraduate (taught),All,All,Male,2019/20,4355
01 Medicine and dentistry,All,Postgraduate (taught),All,All,Other,2019/20,80
01 Medicine and dentistry,All,Postgraduate (taught),All,All,Total,2019/20,12050
01 Medicine and dentistry,All,Postgraduate (taught),Full-time,All,Female,2019/20,2900
01 Medicine and dentistry,All,Postgraduate (taught),Full-time,All,Male,2019/20,1310
01 Medicine and dentistry,All,Postgraduate (taught),Full-time,All,Other,2019/20,40
01 Medicine and dentistry,All,Postgraduate (taught),Full-time,All,Total,2019/20,4250
01 Medicine and dentistry,All,Postgraduate (taught),Part-time,All,Female,2019/20,4715
01 Medicine and dentistry,All,Postgraduate (taught),Part-time,All,Male,2019/20,3045
01 Medicine and dentistry,All,Postgraduate (taught),Part-time,All,Other,2019/20,40
01 Medicine and dentistry,All,Postgraduate (taught),Part-time,All,Total,2019/20,7800
01 Medicine and dentistry,All,Postgraduate (taught),All,England,Female,2019/20,6195
01 Medicine and dentistry,All,Postgraduate (taught),All,England,Male,2019/20,3640
01 Medicine and dentistry,All,Postgraduate (taught),All,England,Other,2019/20,40
01 Medicine and dentistry,All,Postgraduate (taught),All,England,Total,2019/20,9875
01 Medicine and dentistry,All,Postgraduate (taught),Full-time,England,Female,2019/20,2450
01 Medicine and dentistry,All,Postgraduate (taught),Full-time,England,Male,2019/20,1080
01 Medicine and dentistry,All,Postgraduate (taught),Full-time,England,Other,2019/20,10
01 Medicine and dentistry,All,Postgraduate (taught),Full-time,England,Total,2019/20,3540
01 Medicine and dentistry,All,Postgraduate (taught),Part-time,England,Female,2019/20,3750
01 Medicine and dentistry,All,Postgraduate (taught),Part-time,England,Male,2019/20,2560
01 Medicine and dentistry,All,Postgraduate (taught),Part-time,England,Other,2019/20,30
01 Medicine and dentistry,All,Postgraduate (taught),Part-time,England,Total,2019/20,6335
01 Medicine and dentistry,All,Postgraduate (taught),All,Northern Ireland,Female,2019/20,95
01 Medicine and dentistry,All,Postgraduate (taught),All,Northern Ireland,Male,2019/20,80
01 Medicine and dentistry,All,Postgraduate (taught),All,Northern Ireland,Other,2019/20,0
01 Medicine and dentistry,All,Postgraduate (taught),All,Northern Ireland,Total,2019/20,170
01 Medicine and dentistry,All,Postgraduate (taught),Full-time,Northern Ireland,Female,2019/20,45
01 Medicine and dentistry,All,Postgraduate (taught),Full-time,Northern Ireland,Male,2019/20,30
01 Medicine and dentistry,All,Postgraduate (taught),Full-time,Northern Ireland,Other,2019/20,0
01 Medicine and dentistry,All,Postgraduate (taught),Full-time,Northern Ireland,Total,2019/20,75
01 Medicine and dentistry,All,Postgraduate (taught),Part-time,Northern Ireland,Female,2019/20,45
01 Medicine and dentistry,All,Postgraduate (taught),Part-time,Northern Ireland,Male,2019/20,50
01 Medicine and dentistry,All,Postgraduate (taught),Part-time,Northern Ireland,Other,2019/20,0
01 Medicine and dentistry,All,Postgraduate (taught),Part-time,Northern Ireland,Total,2019/20,95
01 Medicine and dentistry,All,Postgraduate (taught),All,Scotland,Female,2019/20,800
01 Medicine and dentistry,All,Postgraduate (taught),All,Scotland,Male,2019/20,410
01 Medicine and dentistry,All,Postgraduate (taught),All,Scotland,Other,2019/20,40
01 Medicine and dentistry,All,Postgraduate (taught),All,Scotland,Total,2019/20,1250
01 Medicine and dentistry,All,Postgraduate (taught),Full-time,Scotland,Female,2019/20,280
01 Medicine and dentistry,All,Postgraduate (taught),Full-time,Scotland,Male,2019/20,135
01 Medicine and dentistry,All,Postgraduate (taught),Full-time,Scotland,Other,2019/20,30
01 Medicine and dentistry,All,Postgraduate (taught),Full-time,Scotland,Total,2019/20,445
01 Medicine and dentistry,All,Postgraduate (taught),Part-time,Scotland,Female,2019/20,520
01 Medicine and dentistry,All,Postgraduate (taught),Part-time,Scotland,Male,2019/20,275
01 Medicine and dentistry,All,Postgraduate (taught),Part-time,Scotland,Other,2019/20,10
01 Medicine and dentistry,All,Postgraduate (taught),Part-time,Scotland,Total,2019/20,805
01 Medicine and dentistry,All,Postgraduate (taught),All,Wales,Female,2019/20,525
01 Medicine and dentistry,All,Postgraduate (taught),All,Wales,Male,2019/20,225
01 Medicine and dentistry,All,Postgraduate (taught),All,Wales,Other,2019/20,0
01 Medicine and dentistry,All,Postgraduate (taught),All,Wales,Total,2019/20,755
01 Medicine and dentistry,All,Postgraduate (taught),Full-time,Wales,Female,2019/20,125
01 Medicine and dentistry,All,Postgraduate (taught),Full-time,Wales,Male,2019/20,65
01 Medicine and dentistry,All,Postgraduate (taught),Full-time,Wales,Other,2019/20,0
01 Medicine and dentistry,All,Postgraduate (taught),Full-time,Wales,Total,2019/20,190
01 Medicine and dentistry,All,Postgraduate (taught),Part-time,Wales,Female,2019/20,400
01 Medicine and dentistry,All,Postgraduate (taught),Part-time,Wales,Male,2019/20,160
01 Medicine and dentistry,All,Postgraduate (taught),Part-time,Wales,Other,2019/20,0
01 Medicine and dentistry,All,Postgraduate (taught),Part-time,Wales,Total,2019/20,565
01 Medicine and dentistry,First year,Postgraduate (taught),All,All,Female,2019/20,4815
01 Medicine and dentistry,First year,Postgraduate (taught),All,All,Male,2019/20,2490
01 Medicine and dentistry,First year,Postgraduate (taught),All,All,Other,2019/20,65
01 Medicine and dentistry,First year,Postgraduate (taught),All,All,Total,2019/20,7365
01 Medicine and dentistry,First year,Postgraduate (taught),Full-time,All,Female,2019/20,2355
01 Medicine and dentistry,First year,Postgraduate (taught),Full-time,All,Male,2019/20,1010
01 Medicine and dentistry,First year,Postgraduate (taught),Full-time,All,Other,2019/20,35
01 Medicine and dentistry,First year,Postgraduate (taught),Full-time,All,Total,2019/20,3405
01 Medicine and dentistry,First year,Postgraduate (taught),Part-time,All,Female,2019/20,2460
01 Medicine and dentistry,First year,Postgraduate (taught),Part-time,All,Male,2019/20,1475
01 Medicine and dentistry,First year,Postgraduate (taught),Part-time,All,Other,2019/20,30
01 Medicine and dentistry,First year,Postgraduate (taught),Part-time,All,Total,2019/20,3965
01 Medicine and dentistry,First year,Postgraduate (taught),All,England,Female,2019/20,3895
01 Medicine and dentistry,First year,Postgraduate (taught),All,England,Male,2019/20,2040
01 Medicine and dentistry,First year,Postgraduate (taught),All,England,Other,2019/20,25
01 Medicine and dentistry,First year,Postgraduate (taught),All,England,Total,2019/20,5960
01 Medicine and dentistry,First year,Postgraduate (taught),Full-time,England,Female,2019/20,2045
01 Medicine and dentistry,First year,Postgraduate (taught),Full-time,England,Male,2019/20,845
01 Medicine and dentistry,First year,Postgraduate (taught),Full-time,England,Other,2019/20,5
01 Medicine and dentistry,First year,Postgraduate (taught),Full-time,England,Total,2019/20,2895
01 Medicine and dentistry,First year,Postgraduate (taught),Part-time,England,Female,2019/20,1855
01 Medicine and dentistry,First year,Postgraduate (taught),Part-time,England,Male,2019/20,1190
01 Medicine and dentistry,First year,Postgraduate (taught),Part-time,England,Other,2019/20,20
01 Medicine and dentistry,First year,Postgraduate (taught),Part-time,England,Total,2019/20,3065
01 Medicine and dentistry,First year,Postgraduate (taught),All,Northern Ireland,Female,2019/20,80
01 Medicine and dentistry,First year,Postgraduate (taught),All,Northern Ireland,Male,2019/20,75
01 Medicine and dentistry,First year,Postgraduate (taught),All,Northern Ireland,Other,2019/20,0
01 Medicine and dentistry,First year,Postgraduate (taught),All,Northern Ireland,Total,2019/20,150
01 Medicine and dentistry,First year,Postgraduate (taught),Full-time,Northern Ireland,Female,2019/20,40
01 Medicine and dentistry,First year,Postgraduate (taught),Full-time,Northern Ireland,Male,2019/20,25
01 Medicine and dentistry,First year,Postgraduate (taught),Full-time,Northern Ireland,Other,2019/20,0
01 Medicine and dentistry,First year,Postgraduate (taught),Full-time,Northern Ireland,Total,2019/20,65
01 Medicine and dentistry,First year,Postgraduate (taught),Part-time,Northern Ireland,Female,2019/20,35
01 Medicine and dentistry,First year,Postgraduate (taught),Part-time,Northern Ireland,Male,2019/20,50
01 Medicine and dentistry,First year,Postgraduate (taught),Part-time,Northern Ireland,Other,2019/20,0
01 Medicine and dentistry,First year,Postgraduate (taught),Part-time,Northern Ireland,Total,2019/20,85
01 Medicine and dentistry,First year,Postgraduate (taught),All,Scotland,Female,2019/20,550
01 Medicine and dentistry,First year,Postgraduate (taught),All,Scotland,Male,2019/20,255
01 Medicine and dentistry,First year,Postgraduate (taught),All,Scotland,Other,2019/20,40
01 Medicine and dentistry,First year,Postgraduate (taught),All,Scotland,Total,2019/20,845
01 Medicine and dentistry,First year,Postgraduate (taught),Full-time,Scotland,Female,2019/20,180
01 Medicine and dentistry,First year,Postgraduate (taught),Full-time,Scotland,Male,2019/20,100
01 Medicine and dentistry,First year,Postgraduate (taught),Full-time,Scotland,Other,2019/20,30
01 Medicine and dentistry,First year,Postgraduate (taught),Full-time,Scotland,Total,2019/20,310
01 Medicine and dentistry,First year,Postgraduate (taught),Part-time,Scotland,Female,2019/20,370
01 Medicine and dentistry,First year,Postgraduate (taught),Part-time,Scotland,Male,2019/20,155
01 Medicine and dentistry,First year,Postgraduate (taught),Part-time,Scotland,Other,2019/20,10
01 Medicine and dentistry,First year,Postgraduate (taught),Part-time,Scotland,Total,2019/20,535
01 Medicine and dentistry,First year,Postgraduate (taught),All,Wales,Female,2019/20,290
01 Medicine and dentistry,First year,Postgraduate (taught),All,Wales,Male,2019/20,120
01 Medicine and dentistry,First year,Postgraduate (taught),All,Wales,Other,2019/20,0
01 Medicine and dentistry,First year,Postgraduate (taught),All,Wales,Total,2019/20,410
01 Medicine and dentistry,First year,Postgraduate (taught),Full-time,Wales,Female,2019/20,95
01 Medicine and dentistry,First year,Postgraduate (taught),Full-time,Wales,Male,2019/20,40
01 Medicine and dentistry,First year,Postgraduate (taught),Full-time,Wales,Other,2019/20,0
01 Medicine and dentistry,First year,Postgraduate (taught),Full-time,Wales,Total,2019/20,135
01 Medicine and dentistry,First year,Postgraduate (taught),Part-time,Wales,Female,2019/20,195
01 Medicine and dentistry,First year,Postgraduate (taught),Part-time,Wales,Male,2019/20,80
01 Medicine and dentistry,First year,Postgraduate (taught),Part-time,Wales,Other,2019/20,0
01 Medicine and dentistry,First year,Postgraduate (taught),Part-time,Wales,Total,2019/20,275
01 Medicine and dentistry,Other years,Postgraduate (taught),All,All,Female,2019/20,2800
01 Medicine and dentistry,Other years,Postgraduate (taught),All,All,Male,2019/20,1870
01 Medicine and dentistry,Other years,Postgraduate (taught),All,All,Other,2019/20,15
01 Medicine and dentistry,Other years,Postgraduate (taught),All,All,Total,2019/20,4685
01 Medicine and dentistry,Other years,Postgraduate (taught),Full-time,All,Female,2019/20,545
01 Medicine and dentistry,Other years,Postgraduate (taught),Full-time,All,Male,2019/20,300
01 Medicine and dentistry,Other years,Postgraduate (taught),Full-time,All,Other,2019/20,0
01 Medicine and dentistry,Other years,Postgraduate (taught),Full-time,All,Total,2019/20,845
01 Medicine and dentistry,Other years,Postgraduate (taught),Part-time,All,Female,2019/20,2260
01 Medicine and dentistry,Other years,Postgraduate (taught),Part-time,All,Male,2019/20,1570
01 Medicine and dentistry,Other years,Postgraduate (taught),Part-time,All,Other,2019/20,10
01 Medicine and dentistry,Other years,Postgraduate (taught),Part-time,All,Total,2019/20,3840
01 Medicine and dentistry,Other years,Postgraduate (taught),All,England,Female,2019/20,2300
01 Medicine and dentistry,Other years,Postgraduate (taught),All,England,Male,2019/20,1600
01 Medicine and dentistry,Other years,Postgraduate (taught),All,England,Other,2019/20,10
01 Medicine and dentistry,Other years,Postgraduate (taught),All,England,Total,2019/20,3915
01 Medicine and dentistry,Other years,Postgraduate (taught),Full-time,England,Female,2019/20,405
01 Medicine and dentistry,Other years,Postgraduate (taught),Full-time,England,Male,2019/20,235
01 Medicine and dentistry,Other years,Postgraduate (taught),Full-time,England,Other,2019/20,0
01 Medicine and dentistry,Other years,Postgraduate (taught),Full-time,England,Total,2019/20,640
01 Medicine and dentistry,Other years,Postgraduate (taught),Part-time,England,Female,2019/20,1895
01 Medicine and dentistry,Other years,Postgraduate (taught),Part-time,England,Male,2019/20,1370
01 Medicine and dentistry,Other years,Postgraduate (taught),Part-time,England,Other,2019/20,10
01 Medicine and dentistry,Other years,Postgraduate (taught),Part-time,England,Total,2019/20,3270
01 Medicine and dentistry,Other years,Postgraduate (taught),All,Northern Ireland,Female,2019/20,15
01 Medicine and dentistry,Other years,Postgraduate (taught),All,Northern Ireland,Male,2019/20,5
01 Medicine and dentistry,Other years,Postgraduate (taught),All,Northern Ireland,Other,2019/20,0
01 Medicine and dentistry,Other years,Postgraduate (taught),All,Northern Ireland,Total,2019/20,20
01 Medicine and dentistry,Other years,Postgraduate (taught),Full-time,Northern Ireland,Female,2019/20,5
